thread_id,subject,New Code,LLSum,AutoCat
55486,"[IRL] Get FREE PS4, XBOX ONE etc. (Limitless $ opportunity)",Fraud,,
1067,(100% working)How to get Microsoft Surface for FREE,Fraud,,
11375,steal ANY bitcoin wallet(s)no further invest100%working-NOW 50$,Fraud,,
40142,"Order Stuff for Free! (no carding, easy) [vouched]",Fraud,,
11377,steal ANY bitcoin wallet(s)no further invest100%working -ONLY 10$,Fraud,,
7961,[ULTIMATE GUIDE] Lokmann' detailed amazon refund guide,Fraud,,
4518,"100% Free Pizzas from Domino's - Reviewed, Vouched, 100% success rate!",Fraud,,
11499," Free Domino's Food ( Pizzas, sides, drinks etc! ) ",Fraud,,
9353,How to secure an iPhone 5S,Fraud,,
56418,deepnet hack forums?,Hacking – General,,
11408,easy method to send a keylogger to anyone on facebook chat,Hacking – Malware Supply Chain,,
47308,**VOUCHED**UK Mobile Phone Contracts Guide (iPhone-Samsung-HTC etc),Hacking – Phreaking,,
48079,storing sensitive data on sim cards,Hacking – Phreaking,,
15551,hacking into a website of a large and sophisticated organisation,Hacking – Website,,
13582,[VOUCHED]How to exploit Fiverr and make $400 a day,Hacking – Website,,
55696,Public hotspots? Is It Safe or Not? Hows my current setup?,Hacking – Wireless Networks,,
246,Cracking wif passwords?,Hacking – Wireless Networks,,
40430,could someone please tell me how to hack a WPA2-PSK wifi password,Hacking – Wireless Networks,,
51499,*Dexters Drop Guide* NEW method ANONYMOUS,Other,,
55904,helix light randomize,Other,,
341,ICQ WTF,Other,,
53100,sorry all Guide are all sold out sorry no more will be sold 50/50.,Other,,
56261,What do you use to take notes?,Other,,
25438,30% Legendary Discount,Other,,
800,please give me your opinion about this bad feedback,Other,,
470,Starter questions on this set-up.,Other,,
54901,Electrum Deleting Adresses,Other,,
55235,Good enough?,Other,,
50348,Is good this setup?,Other,,
25477,no longer selling,Other,,
15459,Possible Serious situation,Other,,
12076,OFFER NO LONGER AVAILABLE a,Other,,
2736,WoW! A Marketplace that forces you to use the same nym on the Forums?,Other,,
48198,"Trying too Keep it simple , SECURITY",Other,,
6281,Jabber.at,Other,,
14840,---------,Other,,
6967,----------------,Other,,
7864,Which one?,Other,,
29457,StrattonOakmont's Ultimate Business Package [VOUCHED],Other,,
32192,-------------------------,Other,,
51451,Whats so bad about clearnet links?,Other,,
12428,----------------,Other,,
8676,PP Question,Other,,
56356,PGP on a iphone,PGP/GPG,,
55396,pgp issue,PGP/GPG,,
18791,Place your PGP here and link to it in your sig!,PGP/GPG,,
3955,how can i find out someone's SSN number?,Resources – Identity Documents,,
55208,Shipping drugs to a drop?,Transportation/Stealth,,
55523,"packages seized, should i be concerned",Transportation/Stealth,,
56237,Drop for amazon neccesary?,Transportation/Stealth,,
52483,Australian Mail Drop Guide,Transportation/Stealth,,
1047,Container45158 Anonymous U.S.A Drop Method/Exploit,Transportation/Stealth,,
56530,Receiving a package safely ???,Transportation/Stealth,,
56180,Australian Mail Drop Guide UPDATED 1.2,Transportation/Stealth,,
80,GET YOUR OWN ITEM/MAIL DROP TUTORIAL:USA UK EU INTERNATIONAL,Transportation/Stealth,,
52680,Did my package get seized?,Transportation/Stealth,,
51569,Best place to keep your drug stash,Transportation/Stealth,,
13325,{VOUCHED}****New Drop Guide**** (Fresh Idea),Transportation/Stealth,,
25651,"projeccao: tuto megapack, French (en franÃ§ais)",,,
56699,Firejail - Easy sandbox for all your Linux programs - Step up OPSEC,,,
56105,How secure is Tox?,,,
621,SELLING TAX REFUND METHODS. HURRY AND BUY BEFORE TAX SEASON STARTS,,,
56081,Anyone can link me to Kimble's security set up post?,,,
55242,What gloves to use as a vendor? HELP,,,
56181,UK drop address advice???,,,
48718,Problems with Fake-Packstation,,,
55187,cheap and powerfull sql dumper for 8usd,,,
11823,"(X-MAS UPDATE) * My carding book, my best knowledge",,,
52643,"[2015] 2 NEW, NOOB FRIENDLY SPAMMINg METHODS + FREE TOOLS",,,
55760,Browser fingerprinting? Protection with tails?,,,
54881,Version: BCPG C# v1.6.1.0,,,
915,Selling UK NON VBV Shop That Ships Electronics,,,
680,2014 ALL-IN-1 KARDING PACKAGE,,,
3080,[Vouched] PayPal Money Cleansing Guide,,,
51461,MAJOR CPA GUIDE: Make $200 Per Day Easily!,,,
52578,Dumping my Harddrive.,,,
1090,Screw Natwest and get paid,,,
53494,TAILS not saving system preferences - How to enable?,,,
56575,Alterntive to TORMAIL,,,
2136,What do u guys think of this setup ?,,,
354,How do I setup ICQ?,,,
55323,Package Status Delayed for a few days,,,
16853,"If I am using a 3G device to connect, what can 'they' know?",,,
49644,Coaching: $50-$100 Per Hour With Binary Options: 5 VOUCHES AVAILABLE,,,
49577,Does anyone have Hiniguel's shipping guide(s),,,
55913,Updated 1.2 AUSTRALIAN MAIL DROP GUIDE OUT NOW!!,,,
56657,Security OS,,,
102,Guides & Tutorials - EVOLUTION - Feedback 100%,,,
56488,2FA Help Please,,,
598,Security Questions,,,
54745,Fingerprint transfer,,,
278,Drops,,,
421,IP leak in Windows VM,,,
55000,Any point getting a VPS or RDP as a vendor?,,,
16212,300+ guides package ***FREE***,,,
8452,How to check Paypal Socks blacklist ?,,,
16780,[Reviewed] ***FREE*** easy to use tutorial to make money online,,,
13252,Earn easy money with pay per download sites! Only $15!,,,
21367,"Make $1,500 Within 24 hours or FULL REFUND(Reviewed)(Vouched) 50% off",,,
18071,(VOUCHED) UNIVERSITY OF WU 24 HRs SALE ON NOW ONLY 30$!!!!!!!!!!!!!!,,,
49305,Are RDP IP Addresses Business or Residential,,,
